Well,Run,Voltage,Current
A1,1.0,0.36585999999999996,3.527984e-06
A1,2.0,0.399706,3.828983e-06
A1,3.0,0.40454199999999996,3.7379829999999998e-06
A1,4.0,0.40454199999999996,3.975982e-06
A1,5.0,0.40454199999999996,4.014481e-06
A1,6.0,0.40454199999999996,4.028481e-06
A1,7.0,0.40454199999999996,4.0249819999999995e-06
A1,8.0,0.40454199999999996,4.017982e-06
A1,9.0,0.40454199999999996,4.010982e-06
A1,10.0,0.40454199999999996,4.014481e-06
A1,11.0,0.40454199999999996,3.7624829999999997e-06
A1,12.0,0.399706,3.727483e-06
A1,13.0,0.40454199999999996,3.699483e-06
A1,14.0,0.399706,3.674983e-06
A1,15.0,0.399706,3.639983e-06
A1,16.0,0.39487099999999997,3.625983e-06
A1,17.0,0.390036,3.611983e-06
A1,18.0,0.39487099999999997,3.608483e-06
A1,19.0,0.390036,3.6014839999999997e-06
A1,20.0,0.390036,3.5769839999999998e-06
A10,1.0,0.375531,3.601483e-06
A10,2.0,0.380366,3.779983e-06
A10,3.0,0.38520099999999996,3.800983e-06
A10,4.0,0.38520099999999996,3.804483e-06
A10,5.0,0.390036,3.800983e-06
A10,6.0,0.390036,3.7939829999999998e-06
A10,7.0,0.39487099999999997,3.783483e-06
A10,8.0,0.39487099999999997,3.769483e-06
A10,9.0,0.399706,3.7624829999999997e-06
A10,10.0,0.399706,3.758983e-06
A10,11.0,0.399706,3.557734e-06
A10,12.0,0.40454199999999996,3.512234e-06
A10,13.0,0.40454199999999996,3.482484e-06
A10,14.0,0.40454199999999996,3.4579839999999997e-06
A10,15.0,0.399706,3.438734e-06
A10,16.0,0.40454199999999996,3.422984e-06
A10,17.0,0.399706,3.414234e-06
A10,18.0,0.399706,3.4002339999999997e-06
A10,19.0,0.40454199999999996,3.382734e-06
A10,20.0,0.399706,3.375734e-06
A11,1.0,0.254652,1.343993e-06
A11,2.0,0.254652,5.59997e-07
A11,3.0,0.254652,5.59997e-07
A11,4.0,0.25948699999999997,5.03997e-07
A11,5.0,0.264322,5.31997e-07
A11,6.0,0.264322,5.31997e-07
A11,7.0,0.25948699999999997,5.03997e-07
A11,8.0,0.25948699999999997,5.03997e-07
A11,9.0,0.254652,5.03997e-07
A11,10.0,0.25948699999999997,5.03997e-07
A11,11.0,0.25948699999999997,5.03997e-07
A11,12.0,0.25948699999999997,5.03997e-07
A11,13.0,0.25948699999999997,5.03997e-07
A11,14.0,0.25948699999999997,5.03997e-07
A11,15.0,0.25948699999999997,5.03997e-07
A11,16.0,0.25948699999999997,5.03997e-07
A11,17.0,0.25948699999999997,5.03997e-07
A11,18.0,0.25948699999999997,5.03997e-07
A11,19.0,0.25948699999999997,5.03997e-07
A11,20.0,0.25948699999999997,5.03997e-07
A12,1.0,0.254652,2.631988e-06
A12,2.0,0.254652,6.15997e-07
A12,3.0,0.254652,5.03997e-07
A12,4.0,0.254652,5.03997e-07
A12,5.0,0.254652,5.03997e-07
A12,6.0,0.254652,4.47998e-07
A12,7.0,0.254652,5.03997e-07
A12,8.0,0.25948699999999997,4.47998e-07
A12,9.0,0.25948699999999997,4.47998e-07
A12,10.0,0.254652,5.03997e-07
A12,11.0,0.254652,5.03997e-07
A12,12.0,0.254652,5.03997e-07
A12,13.0,0.254652,5.03997e-07
A12,14.0,0.254652,5.03997e-07
A12,15.0,0.254652,5.03997e-07
A12,16.0,0.254652,5.03997e-07
A12,17.0,0.25948699999999997,4.47998e-07
A12,18.0,0.25948699999999997,4.47998e-07
A12,19.0,0.254652,5.03997e-07
A12,20.0,0.254652,5.03997e-07
A2,1.0,0.36585999999999996,3.471984e-06
A2,2.0,0.370695,3.681983e-06
A2,3.0,0.370695,3.727483e-06
A2,4.0,0.375531,3.7344829999999997e-06
A2,5.0,0.380366,3.727483e-06
A2,6.0,0.38520099999999996,3.716983e-06
A2,7.0,0.38520099999999996,3.720483e-06
A2,8.0,0.390036,3.723983e-06
A2,9.0,0.390036,3.720483e-06
A2,10.0,0.39487099999999997,3.702983e-06
A2,11.0,0.39487099999999997,3.506984e-06
A2,12.0,0.39487099999999997,3.471984e-06
A2,13.0,0.390036,3.447484e-06
A2,14.0,0.39487099999999997,3.4299839999999998e-06
A2,15.0,0.39487099999999997,3.408984e-06
A2,16.0,0.390036,3.387984e-06
A2,17.0,0.390036,3.387984e-06
A2,18.0,0.390036,3.380985e-06
A2,19.0,0.390036,3.370485e-06
A2,20.0,0.390036,3.352984e-06
A3,1.0,0.35619,3.422984e-06
A3,2.0,0.36585999999999996,3.643483e-06
A3,3.0,0.370695,3.692483e-06
A3,4.0,0.375531,3.692483e-06
A3,5.0,0.380366,3.688983e-06
A3,6.0,0.380366,3.688983e-06
A3,7.0,0.38520099999999996,3.688983e-06
A3,8.0,0.38520099999999996,3.688983e-06
A3,9.0,0.38520099999999996,3.671483e-06
A3,10.0,0.390036,3.674983e-06
A3,11.0,0.39487099999999997,3.471984e-06
A3,12.0,0.390036,3.447484e-06
A3,13.0,0.390036,3.422984e-06
A3,14.0,0.390036,3.4019839999999998e-06
A3,15.0,0.390036,3.380985e-06
A3,16.0,0.390036,3.363485e-06
A3,17.0,0.390036,3.356484e-06
A3,18.0,0.38520099999999996,3.349485e-06
A3,19.0,0.38520099999999996,3.342485e-06
A3,20.0,0.38520099999999996,3.3284849999999998e-06
A4,1.0,0.36585999999999996,3.527984e-06
A4,2.0,0.370695,3.713483e-06
A4,3.0,0.375531,3.748483e-06
A4,4.0,0.380366,3.748483e-06
A4,5.0,0.380366,3.741483e-06
A4,6.0,0.38520099999999996,3.741483e-06
A4,7.0,0.38520099999999996,3.7379829999999998e-06
A4,8.0,0.38520099999999996,3.7344829999999997e-06
A4,9.0,0.390036,3.730983e-06
A4,10.0,0.390036,3.720483e-06
A4,11.0,0.39487099999999997,3.524484e-06
A4,12.0,0.39487099999999997,3.478984e-06
A4,13.0,0.390036,3.450984e-06
A4,14.0,0.39487099999999997,3.4299839999999998e-06
A4,15.0,0.390036,3.422984e-06
A4,16.0,0.390036,3.4019839999999998e-06
A4,17.0,0.39487099999999997,3.380985e-06
A4,18.0,0.390036,3.3739839999999998e-06
A4,19.0,0.390036,3.3704839999999997e-06
A4,20.0,0.390036,3.366984e-06
A5,1.0,0.370695,3.569984e-06
A5,2.0,0.375531,3.744983e-06
A5,3.0,0.380366,3.779983e-06
A5,4.0,0.380366,3.786982e-06
A5,5.0,0.38520099999999996,3.783483e-06
A5,6.0,0.390036,3.779983e-06
A5,7.0,0.390036,3.772982e-06
A5,8.0,0.390036,3.769483e-06
A5,9.0,0.39487099999999997,3.769483e-06
A5,10.0,0.39487099999999997,3.769483e-06
A5,11.0,0.399706,3.562984e-06
A5,12.0,0.39487099999999997,3.527984e-06
A5,13.0,0.39487099999999997,3.494734e-06
A5,14.0,0.39487099999999997,3.461484e-06
